schoolid,lon,lat,population,compareMedian
010288001132,-85.2580109999999962,32.4470099999999988,21,below
010288001133,-85.0839710000000054,32.4679199999999995,55,below
010288001134,-85.0312760000000054,32.3595779999999991,125,below
010288001135,-85.1667910000000035,32.3006099999999989,62,below
010288001441,-85.1558670000000006,32.3311380000000028,527,below
010291001140,-87.7436380000000042,34.5245269999999991,1,below
010291001141,-87.7400169999999946,34.5287050000000022,609,below
010294001148,-86.040259000000006,34.6544030000000021,414,below
010294001486,-86.0393420000000049,34.650303000000001,188,below
010297001161,-87.032188000000005,32.4224490000000003,469,above
010300000160,-87.6895509999999945,34.7701950000000011,132,below
010300001168,-87.6914830000000052,34.7739440000000002,75,below
010303000031,-86.6360190000000046,33.3340069999999997,1007,below
010303000124,-86.7108190000000008,33.3692800000000034,1109,below
010303001173,-86.6157790000000034,33.1852540000000005,432,below
010303001178,-86.866960000000006,33.0947000000000031,328,below
010303001187,-86.4142599999999987,33.3821769999999987,201,below
010303001868,-86.7871710000000007,33.1445000000000007,668,below
010303002128,-86.8706459999999936,33.2753969999999981,964,below
010306200322,-86.2653679999999952,33.8182159999999996,257,below
010306200520,-86.4679770000000048,33.7778929999999988,530,below
010306201172,-86.3965089999999947,33.6779870000000017,487,below
010306201372,-86.462719000000007,33.6072020000000009,188,below
010306201376,-86.1517989999999969,33.7418130000000005,112,below
010306201378,-86.2023559999999947,33.9415869999999984,66,below
010306201537,-86.4593679999999978,33.6096840000000015,386,below
